item,itemLabel,directorLabel,genreLabel,runtime,pubdate,sampledItemLabel
http://www.wikidata.org/entity/Q106159613,Seaspiracy,Ali Tabrizi,documentary film,89,2021-03-24T00:00:00Z,Seaspiracy
http://www.wikidata.org/entity/Q107210113,A Choice of Words: Inspired by Gordon Parks,John Maggio,documentary film,89,2021-01-01T00:00:00Z,A Choice of Words: Inspired by Gordon Parks
http://www.wikidata.org/entity/Q108028732,The Thinning: New World Order,Michael J. Gallagher,dystopian film,89,2018-01-01T00:00:00Z,The Thinning: New World Order
http://www.wikidata.org/entity/Q116660464,Changing the Game,Michael Barnett,documentary film,88,2019-01-01T00:00:00Z,Changing the Game
http://www.wikidata.org/entity/Q116765532,The Adults,Dustin Guy Defa,comedy drama,88,2023-01-01T00:00:00Z,The Adults
http://www.wikidata.org/entity/Q109782260,Christmas With a Crown,Dylan Pearce,Christmas film,89,2020-01-01T00:00:00Z,Christmas With a Crown
http://www.wikidata.org/entity/Q110666435,Downfall: The Case Against Boeing,Rory Kennedy,documentary film,89,2022-01-21T00:00:00Z,Downfall: The Case Against Boeing
http://www.wikidata.org/entity/Q110833859,Murder Mystery 2,Jeremy Garelick,comedy film,89,2023-03-31T00:00:00Z,Murder Mystery 2
http://www.wikidata.org/entity/Q110968050,Shut In,D.J. Caruso,thriller film,89,2022-01-01T00:00:00Z,Shut In
http://www.wikidata.org/entity/Q111133781,The Weekend Away,Kim Farrant,thriller film,89,2022-03-03T00:00:00Z,The Weekend Away
http://www.wikidata.org/entity/Q112136439,Flight 666,Rob Pallatina,horror film,89,2018-01-01T00:00:00Z,Flight 666
http://www.wikidata.org/entity/Q115347547,Christmas With You,Gabriela Tagliavini,romantic comedy,89,2022-01-01T00:00:00Z,Christmas With You
http://www.wikidata.org/entity/Q115715217,I Believe in Santa,Alex Ranarivelo,romantic comedy,89,2022-12-14T00:00:00Z,I Believe in Santa
http://www.wikidata.org/entity/Q116814534,My Happy Ending,Sharon Maymon,drama film,89,2023-01-01T00:00:00Z,My Happy Ending
http://www.wikidata.org/entity/Q118954453,Expectant,Damián Romay,thriller film,89,2020-04-25T00:00:00Z,Expectant
http://www.wikidata.org/entity/Q22350702,Aardvark,Brian Shoaf,drama film,89,2019-08-22T00:00:00Z,Aardvark
http://www.wikidata.org/entity/Q22905708,Keep Watching,Sean Carter,drama film,89,2018-03-12T00:00:00Z,Keep Watching
http://www.wikidata.org/entity/Q27703165,He's Out There,Quinn Lasher,horror film,89,2018-09-14T00:00:00Z,He's Out There
http://www.wikidata.org/entity/Q28114658,Jacob's Ladder,David M. Rosenthal,horror film,89,2019-07-25T00:00:00Z,Jacob's Ladder
http://www.wikidata.org/entity/Q120298827,Q120298827,Mye Hoang,documentary film,89,2023-08-10T00:00:00Z,Q120298827
http://www.wikidata.org/entity/Q54854465,Rambo: Last Blood,Adrian Grünberg,thriller,89,2019-09-19T00:00:00Z,Rambo: Last Blood
http://www.wikidata.org/entity/Q55262658,Recovery Boys,Elaine McMillion Sheldon,documentary film,89,2018-01-01T00:00:00Z,Recovery Boys
http://www.wikidata.org/entity/Q55605101,Beats of Rage,Jason Trost,dance film,89,2018-01-01T00:00:00Z,Beats of Rage
http://www.wikidata.org/entity/Q55624605,Nancy Drew and the Hidden Staircase,Katt Shea,crime film,89,2019-03-15T00:00:00Z,Nancy Drew and the Hidden Staircase
http://www.wikidata.org/entity/Q56274437,Good Boys,Gene Stupnitsky,comedy film,89,2019-08-15T00:00:00Z,Good Boys
http://www.wikidata.org/entity/Q61063419,Incoming,Eric Zaragoza,action film,89,2018-05-04T00:00:00Z,Incoming
http://www.wikidata.org/entity/Q61751005,Baracoa,Pablo Briones,documentary film,89,2019-02-10T00:00:00Z,Baracoa
http://www.wikidata.org/entity/Q61952411,Amazing Grace,Sydney Pollack,documentary film,89,2018-11-12T00:00:00Z,Amazing Grace
http://www.wikidata.org/entity/Q62595409,A Boy. A Girl. A Dream.,Qasim Basir,drama film,89,2018-01-01T00:00:00Z,A Boy. A Girl. A Dream.
http://www.wikidata.org/entity/Q65972698,One Child Nation,Nanfu Wang,documentary film,89,2019-01-26T00:00:00Z,One Child Nation
http://www.wikidata.org/entity/Q32942298,Isn't It Romantic,Todd Strauss-Schulson,fantasy film,89,2019-01-01T00:00:00Z,Isn't It Romantic
http://www.wikidata.org/entity/Q35160593,Johnny English Strikes Again,David Kerr,comedy film,89,2018-09-14T00:00:00Z,Johnny English Strikes Again
http://www.wikidata.org/entity/Q39073438,Reprisal,Brian A. Miller,action film,89,2018-01-01T00:00:00Z,Reprisal
http://www.wikidata.org/entity/Q50649727,Paddleton,Alexandre Lehmann,road movie,89,2019-02-01T00:00:00Z,Paddleton
http://www.wikidata.org/entity/Q51756492,Hell Fest,Gregory Plotkin,slasher film,89,2018-09-27T00:00:00Z,Hell Fest
http://www.wikidata.org/entity/Q52151493,Beast of Burden,Jesper Ganslandt,action film,89,2018-01-01T00:00:00Z,Beast of Burden
http://www.wikidata.org/entity/Q72995994,Aquarela,Victor Kossakovsky,documentary film,89,2019-10-03T00:00:00Z,Aquarela
http://www.wikidata.org/entity/Q74191962,Land,Robin Wright,drama film,89,2021-01-01T00:00:00Z,Land
http://www.wikidata.org/entity/Q27039250,Looking at the Stars,Alexandre Peralta,documentary film,90,2020-02-13T00:00:00Z,Looking at the Stars
http://www.wikidata.org/entity/Q27671063,Woody Woodpecker,Alex Zamm,comedy film,90,2018-04-01T00:00:00Z,Woody Woodpecker
http://www.wikidata.org/entity/Q27780063,Future World,James Franco,action film,90,2018-05-25T00:00:00Z,Future World
http://www.wikidata.org/entity/Q27923828,The Miseducation of Cameron Post,Desiree Akhavan,drama film,90,2018-01-01T00:00:00Z,The Miseducation of Cameron Post
http://www.wikidata.org/entity/Q27958378,We Have Always Lived in the Castle,Stacie Passon,mystery film,90,2018-01-01T00:00:00Z,We Have Always Lived in the Castle
http://www.wikidata.org/entity/Q27961939,Shock and Awe,Rob Reiner,drama film,90,2018-07-13T00:00:00Z,Shock and Awe
http://www.wikidata.org/entity/Q27964337,Peter Rabbit,Will Gluck,fantasy film,90,2018-02-23T00:00:00Z,Peter Rabbit
http://www.wikidata.org/entity/Q27981586,Holmes & Watson,Etan Cohen,comedy film,90,2018-12-25T00:00:00Z,Holmes & Watson
http://www.wikidata.org/entity/Q28101337,5 Weddings,Namrata Singh Gujral,drama film,90,2018-01-01T00:00:00Z,5 Weddings
http://www.wikidata.org/entity/Q28114659,Thoroughbreds,Cory Finley,drama film,90,2018-03-09T00:00:00Z,Thoroughbreds
http://www.wikidata.org/entity/Q22060964,Cruise,Robert D. Siegel,romantic comedy,90,2018-01-01T00:00:00Z,Cruise
http://www.wikidata.org/entity/Q17379618,The King's Daughter,Sean McNamara,fantasy film,90,2022-01-01T00:00:00Z,The King's Daughter
http://www.wikidata.org/entity/Q28753418,Wish Upon,John R. Leonetti,horror film,90,2018-01-11T00:00:00Z,Wish Upon
http://www.wikidata.org/entity/Q28970972,Flower,Max Winkler,drama film,90,2018-03-16T00:00:00Z,Flower
http://www.wikidata.org/entity/Q28970978,Dear Dictator,Joe Syracuse,comedy film,90,2018-01-01T00:00:00Z,Dear Dictator
http://www.wikidata.org/entity/Q54020972,Boogeyman Pop,Brad Michael Elmore,horror film,90,2018-01-01T00:00:00Z,Boogeyman Pop
http://www.wikidata.org/entity/Q55080133,The Night Clerk,Michael Cristofer,drama film,90,2020-01-01T00:00:00Z,The Night Clerk
http://www.wikidata.org/entity/Q55227056,Matangi/Maya/M.I.A.,Steve Loveridge,documentary film,90,2018-01-21T00:00:00Z,Matangi/Maya/M.I.A.
http://www.wikidata.org/entity/Q55609954,Downrange,Ryuhei Kitamura,horror film,90,2018-11-01T00:00:00Z,Downrange
http://www.wikidata.org/entity/Q55630238,Poms,Zara Hayes,comedy film,90,2019-05-10T00:00:00Z,Poms
http://www.wikidata.org/entity/Q32942013,A Kid Like Jake,Silas Howard,drama film,90,2018-01-01T00:00:00Z,A Kid Like Jake
http://www.wikidata.org/entity/Q33256044,The Professor,Wayne Roberts,comedy drama,90,2018-01-01T00:00:00Z,The Professor
http://www.wikidata.org/entity/Q39070473,A Quiet Place,John Krasinski,horror film,90,2018-01-01T00:00:00Z,A Quiet Place
http://www.wikidata.org/entity/Q41351490,The Gools,Farzad Dalvand,fantasy film,90,2023-04-13T00:00:00Z,The Gools
http://www.wikidata.org/entity/Q24806790,Backstabbing for Beginners,Per Fly,thriller film,90,2018-01-01T00:00:00Z,Backstabbing for Beginners
http://www.wikidata.org/entity/Q56529453,Thunder Road,Jim Cummings,drama film,90,2018-03-12T00:00:00Z,Thunder Road
http://www.wikidata.org/entity/Q56692226,Garry Winogrand: All Things are Photographable,Sasha Waters Freyer,documentary film,90,2018-01-01T00:00:00Z,Garry Winogrand: All Things are Photographable
http://www.wikidata.org/entity/Q58814930,The Perfect Date,Chris Nelson,comedy film,90,2019-01-01T00:00:00Z,The Perfect Date
http://www.wikidata.org/entity/Q59600666,Brightburn,David Yarovesky,horror film,90,2019-05-09T00:00:00Z,Brightburn
http://www.wikidata.org/entity/Q59631075,47 Meters Down: Uncaged,Johannes Roberts,horror film,90,2019-08-16T00:00:00Z,47 Meters Down: Uncaged
http://www.wikidata.org/entity/Q59725746,Meeting Gorbachev,Werner Herzog,documentary film,90,2018-01-01T00:00:00Z,Meeting Gorbachev
http://www.wikidata.org/entity/Q60197053,The Perfection,Richard Shepard,horror film,90,2018-01-01T00:00:00Z,The Perfection
http://www.wikidata.org/entity/Q60732153,Let the Bell Ring,Christin Freitag,documentary film,90,2019-01-17T00:00:00Z,Let the Bell Ring
http://www.wikidata.org/entity/Q60848310,Lez Bomb,Jenna Laurenzo,comedy drama,90,2018-01-01T00:00:00Z,Lez Bomb
http://www.wikidata.org/entity/Q60854597,The Wrong Friend,David DeCoteau,thriller film,90,2018-09-14T00:00:00Z,The Wrong Friend
http://www.wikidata.org/entity/Q108493270,9/11: Inside the President's War Room,Adam Wishart,documentary film,90,2021-09-01T00:00:00Z,9/11: Inside the President's War Room
http://www.wikidata.org/entity/Q108809561,About My Father,Laura Terruso,comedy film,90,2023-05-25T00:00:00Z,About My Father
http://www.wikidata.org/entity/Q42947723,In the Cloud,Robert Scott Wildes,science fiction film,90,2018-02-08T00:00:00Z,In the Cloud
http://www.wikidata.org/entity/Q43153330,Jane,Brett Morgen,documentary film,90,2018-03-08T00:00:00Z,Jane
http://www.wikidata.org/entity/Q44491963,Day of the Dead: Bloodline,Hèctor Hernández Vicens,action film,90,2018-01-04T00:00:00Z,Day of the Dead: Bloodline
http://www.wikidata.org/entity/Q44492116,Bombshell: The Hedy Lamarr Story,Alexandra Dean,documentary film,90,2018-06-06T00:00:00Z,Bombshell: The Hedy Lamarr Story
http://www.wikidata.org/entity/Q48781003,Between Worlds,Maria Pulera,thriller film,90,2018-12-21T00:00:00Z,Between Worlds
http://www.wikidata.org/entity/Q62009540,Weapon of Choice,Eva Hausberger,documentary film,90,2018-01-01T00:00:00Z,Weapon of Choice
http://www.wikidata.org/entity/Q62720813,The Hunt,Craig Zobel,action film,90,2020-03-13T00:00:00Z,The Hunt
http://www.wikidata.org/entity/Q63612526,The Trap,Erik White,comedy film,90,2019-04-01T00:00:00Z,The Trap
http://www.wikidata.org/entity/Q64514314,Good Sam,Kate Melville,drama film,90,2019-01-01T00:00:00Z,Good Sam
http://www.wikidata.org/entity/Q109561642,Christmas vs. the Walters,Peter A. D'Amato,comedy film,90,2021-01-01T00:00:00Z,Christmas vs. the Walters
http://www.wikidata.org/entity/Q110876778,Bed Rest,Lori Evans Taylor,drama film,90,2022-01-01T00:00:00Z,Bed Rest
http://www.wikidata.org/entity/Q111092445,Kili Big,Ida Joglar,documentary film,90,2021-01-01T00:00:00Z,Kili Big
http://www.wikidata.org/entity/Q111165171,Rescued by Ruby,Katt Shea,drama film,90,2022-03-17T00:00:00Z,Rescued by Ruby
http://www.wikidata.org/entity/Q111340361,Jim Allison: Breakthrough,Bill Haney,documentary film,90,2019-03-09T00:00:00Z,Jim Allison: Breakthrough
http://www.wikidata.org/entity/Q50418548,The Silence,John R. Leonetti,horror film,90,2019-04-10T00:00:00Z,The Silence
http://www.wikidata.org/entity/Q50649485,High Flying Bird,Steven Soderbergh,drama film,90,2019-01-27T00:00:00Z,High Flying Bird
http://www.wikidata.org/entity/Q52715605,Social Animals,Theresa Bennett,romantic comedy,90,2018-06-01T00:00:00Z,Social Animals
http://www.wikidata.org/entity/Q64979609,Carbon,Raul Urreola,thriller film,90,2019-03-21T00:00:00Z,Carbon
http://www.wikidata.org/entity/Q65084655,Palm Springs,Max Barbakow,comedy film,90,2020-01-26T00:00:00Z,Palm Springs
http://www.wikidata.org/entity/Q65209782,No Sleep 'Til Christmas,Phil Traill,romantic comedy,90,2018-01-01T00:00:00Z,No Sleep 'Til Christmas
http://www.wikidata.org/entity/Q66305565,American Skin,Nate Parker,drama film,90,2019-01-01T00:00:00Z,American Skin
http://www.wikidata.org/entity/Q67207197,American Son,Kenny Leon,drama film,90,2019-01-01T00:00:00Z,American Son
http://www.wikidata.org/entity/Q68081969,Countdown,Justin Dec,horror film,90,2019-10-24T00:00:00Z,Countdown
http://www.wikidata.org/entity/Q73549130,Nocturne,Zu Quirke,drama film,90,2020-10-13T00:00:00Z,Nocturne
http://www.wikidata.org/entity/Q111737470,Assault on VA-33,Christopher Ray,action film,90,2021-01-01T00:00:00Z,Assault on VA-33
http://www.wikidata.org/entity/Q111737522,The Old Man and the Pond,Jason Mac,drama film,90,2021-06-17T00:00:00Z,The Old Man and the Pond
http://www.wikidata.org/entity/Q112275056,Riders of Destiny,Michael Niermann,documentary film,90,2019-03-08T00:00:00Z,Riders of Destiny
http://www.wikidata.org/entity/Q112623160,Jules,Marc Turtletaub,science fiction comedy,90,2023-03-22T00:00:00Z,Jules
http://www.wikidata.org/entity/Q112913788,Lena and Snowball,Brian Herzlinger,comedy film,90,2023-01-19T00:00:00Z,Lena and Snowball
http://www.wikidata.org/entity/Q113014130,Mission: Joy - Finding Happiness in Troubled Times,Louie Psihoyos,documentary film,90,2021-06-12T00:00:00Z,Mission: Joy - Finding Happiness in Troubled Times
http://www.wikidata.org/entity/Q113588515,Aqua Teen Forever: Plantasm,Matt Maiellaro,comedy film,90,2022-01-01T00:00:00Z,Aqua Teen Forever: Plantasm
http://www.wikidata.org/entity/Q114156032,Be my voice,Nahid Persson Sarvestani,documentary film,90,2021-01-01T00:00:00Z,Be my voice
http://www.wikidata.org/entity/Q114397511,No Hard Feelings,Gene Stupnitsky,comedy film,90,2023-06-21T00:00:00Z,No Hard Feelings
http://www.wikidata.org/entity/Q114834839,Everybody Dies by the End,Ian Tripp,comedy horror,90,2023-09-22T00:00:00Z,Everybody Dies by the End
http://www.wikidata.org/entity/Q115423561,Space Bear and the Love Bomb,Corey B. Stevens,animated film,90,2018-11-01T00:00:00Z,Space Bear and the Love Bomb
http://www.wikidata.org/entity/Q116051429,Kill Me If You Can,Alex Infascelli,documentary film,90,2022-01-01T00:00:00Z,Kill Me If You Can
http://www.wikidata.org/entity/Q116257029,Sk8r Grrl,Rae Phoenix,fantasy film,90,2021-12-31T00:00:00Z,Sk8r Grrl
http://www.wikidata.org/entity/Q116458153,Apartment 213,Lance Kawas,thriller,90,2022-01-01T00:00:00Z,Apartment 213
http://www.wikidata.org/entity/Q116736421,Consecration,Christopher Smith,thriller film,90,2023-02-10T00:00:00Z,Consecration
http://www.wikidata.org/entity/Q116797497,Down Low,Rightor Doyle,comedy film,90,2023-10-10T00:00:00Z,Down Low
http://www.wikidata.org/entity/Q116797612,Sympathy for the Devil,Yuval Adler,psychological thriller,90,2023-07-22T00:00:00Z,Sympathy for the Devil
http://www.wikidata.org/entity/Q117224592,Q117224592,Émilie Thérond,documentary film,90,2023-04-27T00:00:00Z,Q117224592
http://www.wikidata.org/entity/Q83962356,Premature,Rashaad Ernesto Green,drama film,90,2019-01-01T00:00:00Z,Premature
http://www.wikidata.org/entity/Q84366789,Monster Island,Mark Atkins,science fiction film,90,2019-01-01T00:00:00Z,Monster Island
http://www.wikidata.org/entity/Q85131896,The Sonata,Andrew Desmond,horror film,90,2018-11-15T00:00:00Z,The Sonata
http://www.wikidata.org/entity/Q85811980,Unhinged,Derrick Borte,thriller film,90,2020-01-01T00:00:00Z,Unhinged
http://www.wikidata.org/entity/Q86757083,Survive the Night,Matt Eskandari,action film,90,2020-01-01T00:00:00Z,Survive the Night
http://www.wikidata.org/entity/Q91475459,The Wrong Missy,Tyler Spindel,comedy film,90,2020-01-01T00:00:00Z,The Wrong Missy
http://www.wikidata.org/entity/Q91823999,Bit,Brad Michael Elmore,comedy film,90,2019-01-01T00:00:00Z,Bit
http://www.wikidata.org/entity/Q21527866,Midnight Sun,Scott Speer,drama film,91,2018-03-22T00:00:00Z,Midnight Sun
http://www.wikidata.org/entity/Q21646414,Freak Show,Trudie Styler,drama film,91,2018-01-01T00:00:00Z,Freak Show
http://www.wikidata.org/entity/Q97738159,The Doorman,Ryuhei Kitamura,action film,90,2020-01-01T00:00:00Z,The Doorman
http://www.wikidata.org/entity/Q98213389,Broil,Edward John Drake,horror film,90,2020-01-01T00:00:00Z,Broil
http://www.wikidata.org/entity/Q98910124,"Love, Guaranteed",Mark Steven Johnson,romantic comedy,90,2020-01-01T00:00:00Z,"Love, Guaranteed"
http://www.wikidata.org/entity/Q99519749,Class Action Park,Seth Porges,documentary film,90,2020-01-01T00:00:00Z,Class Action Park
http://www.wikidata.org/entity/Q121718606,Sorry/Not Sorry,Caroline Suh,documentary film,90,2023-09-10T00:00:00Z,Sorry/Not Sorry
http://www.wikidata.org/entity/Q27536704,South of 8,Tony Olmos,action film,91,2018-01-17T00:00:00Z,South of 8
http://www.wikidata.org/entity/Q27701445,Just Getting Started,Ron Shelton,Christmas film,91,2018-01-11T00:00:00Z,Just Getting Started
http://www.wikidata.org/entity/Q27703180,Finding Steve McQueen,Mark Steven Johnson,thriller film,91,2019-01-01T00:00:00Z,Finding Steve McQueen
http://www.wikidata.org/entity/Q27703192,It Comes at Night,Trey Edward Shults,splatter film,91,2018-01-18T00:00:00Z,It Comes at Night
http://www.wikidata.org/entity/Q28101342,Show Dogs,Raja Gosnell,comedy film,91,2018-05-18T00:00:00Z,Show Dogs
http://www.wikidata.org/entity/Q30607949,Galveston,Mélanie Laurent,crime film,91,2018-01-01T00:00:00Z,Galveston
http://www.wikidata.org/entity/Q9086870,The Happytime Murders,Brian Henson,parody film,91,2018-01-01T00:00:00Z,The Happytime Murders
http://www.wikidata.org/entity/Q99973585,1BR,David Marmor,drama film,90,2019-01-01T00:00:00Z,1BR
http://www.wikidata.org/entity/Q101666960,The Guilty,Antoine Fuqua,thriller film,90,2021-01-01T00:00:00Z,The Guilty
http://www.wikidata.org/entity/Q104858014,Full Out 2: You Got This!,Jeff Deverett,family film,90,2020-01-01T00:00:00Z,Full Out 2: You Got This!
http://www.wikidata.org/entity/Q104881084,Rita Moreno: Just a Girl Who Decided to Go for It,Mariem Pérez Riera,documentary film,90,2021-01-01T00:00:00Z,Rita Moreno: Just a Girl Who Decided to Go for It
http://www.wikidata.org/entity/Q105044259,Together Together,Nikole Beckwith,comedy film,90,2021-01-31T00:00:00Z,Together Together
http://www.wikidata.org/entity/Q48671382,Good Posture,Dolly Wells,comedy drama,91,2019-04-27T00:00:00Z,Good Posture
http://www.wikidata.org/entity/Q48784694,Best Day of My Life,Fabien Constant,drama film,91,2018-01-01T00:00:00Z,Best Day of My Life
http://www.wikidata.org/entity/Q50289514,A Week in Watts,Gregory Caruso,documentary film,91,2018-01-01T00:00:00Z,A Week in Watts
http://www.wikidata.org/entity/Q50404285,Greyhound,Aaron Schneider,war film,91,2019-03-21T00:00:00Z,Greyhound
http://www.wikidata.org/entity/Q50650145,Cold November,Karl Jacob,independent film,91,2018-01-01T00:00:00Z,Cold November
http://www.wikidata.org/entity/Q54861821,Spivak,Anthony Abrams,comedy film,91,2018-01-01T00:00:00Z,Spivak
http://www.wikidata.org/entity/Q55605632,Blow the Man Down,Bridget Savage Cole,thriller film,91,2019-01-01T00:00:00Z,Blow the Man Down
http://www.wikidata.org/entity/Q56279923,Andover,Scott Perlman,science fiction film,91,2018-01-01T00:00:00Z,Andover
http://www.wikidata.org/entity/Q56281252,Tigertail,Alan Yang,drama film,91,2020-04-10T00:00:00Z,Tigertail
http://www.wikidata.org/entity/Q56416734,Fistful of Dirt,Sebastián Silva,drama film,91,2018-01-01T00:00:00Z,Fistful of Dirt
http://www.wikidata.org/entity/Q56651741,The Biggest Little Farm,John Chester,documentary film,91,2019-05-10T00:00:00Z,The Biggest Little Farm
http://www.wikidata.org/entity/Q58327481,John Leguizamo's Latin History for Morons,Aram Rappaport,comedy film,91,2018-11-05T00:00:00Z,John Leguizamo's Latin History for Morons
http://www.wikidata.org/entity/Q62124699,Bill & Ted Face the Music,Dean Parisot,comedy film,91,2020-08-28T00:00:00Z,Bill & Ted Face the Music
http://www.wikidata.org/entity/Q63385967,The Brink,Alison Klayman,documentary film,91,2019-01-30T00:00:00Z,The Brink
http://www.wikidata.org/entity/Q64174907,Candyman,Nia DaCosta,horror film,91,2021-01-01T00:00:00Z,Candyman
http://www.wikidata.org/entity/Q65081867,Human Nature,Adam Bolt,documentary film,91,2019-03-12T00:00:00Z,Human Nature
http://www.wikidata.org/entity/Q68220947,The Vast of Night,Andrew Patterson,thriller film,91,2019-01-01T00:00:00Z,The Vast of Night
http://www.wikidata.org/entity/Q68831957,Jolt,Tanya Wexler,action film,91,2020-11-12T00:00:00Z,Jolt
http://www.wikidata.org/entity/Q72865952,Gate to Heaven,Jivan Avetisyan,drama film,91,2019-01-01T00:00:00Z,Gate to Heaven
http://www.wikidata.org/entity/Q73543320,All My Life,Marc Meyers,drama film,91,2020-12-04T00:00:00Z,All My Life
http://www.wikidata.org/entity/Q27962641,Office Uprising,Lin Oeding,horror film,92,2018-07-19T00:00:00Z,Office Uprising
http://www.wikidata.org/entity/Q30599096,Stockholm,Robert Budreau,biographical film,92,2018-01-01T00:00:00Z,Stockholm
http://www.wikidata.org/entity/Q94770146,Force of Nature,Michael Polish,drama film,91,2020-01-01T00:00:00Z,Force of Nature
http://www.wikidata.org/entity/Q96142785,The Postcard Killings,Danis Tanović,drama film,91,2020-01-01T00:00:00Z,The Postcard Killings
http://www.wikidata.org/entity/Q101094463,Spell,Mark Tonderai,horror film,91,2020-01-01T00:00:00Z,Spell
http://www.wikidata.org/entity/Q103931967,The Fallout,Megan Park,teen drama,91,2021-01-01T00:00:00Z,The Fallout
http://www.wikidata.org/entity/Q105044032,Strawberry Mansion,Kentucker Audley,fantasy film,91,2021-01-29T00:00:00Z,Strawberry Mansion
http://www.wikidata.org/entity/Q105095346,Love at First Sight,Vanessa Caswill,romantic comedy,91,2023-09-15T00:00:00Z,Love at First Sight
http://www.wikidata.org/entity/Q105259678,My Name is Pauli Murray,Betsy West,documentary film,91,2021-01-31T00:00:00Z,My Name is Pauli Murray
http://www.wikidata.org/entity/Q105560534,R and J,Carey Williams,drama film,91,2021-01-01T00:00:00Z,R and J
http://www.wikidata.org/entity/Q106554940,Watcher,Chloe Okuno,thriller film,91,2022-01-01T00:00:00Z,Watcher
http://www.wikidata.org/entity/Q106880756,He's All That,Mark R Waterland,comedy film,91,2021-01-01T00:00:00Z,He's All That
http://www.wikidata.org/entity/Q107643961,Sweet Thing,Alexandre Rockwell,drama film,91,2020-01-01T00:00:00Z,Sweet Thing
http://www.wikidata.org/entity/Q108314793,Retribution,Nimród Antal,action thriller,91,2023-09-07T00:00:00Z,Retribution
http://www.wikidata.org/entity/Q108314807,God's Not Dead: We the People,Vance Null,drama film,91,2021-10-04T00:00:00Z,God's Not Dead: We the People
http://www.wikidata.org/entity/Q108470917,Becoming Cousteau,Liz Garbus,documentary film,91,2021-09-02T00:00:00Z,Becoming Cousteau
http://www.wikidata.org/entity/Q42307699,A Rainy Day in New York,Woody Allen,comedy film,92,2019-07-26T00:00:00Z,A Rainy Day in New York
http://www.wikidata.org/entity/Q42532013,7500,Patrick Vollrath,drama film,92,2019-01-01T00:00:00Z,7500
http://www.wikidata.org/entity/Q48314086,Tiny Shoulders: Rethinking Barbie,Andrea Blaugrund Nevins,documentary film,92,2018-01-01T00:00:00Z,Tiny Shoulders: Rethinking Barbie
http://www.wikidata.org/entity/Q50649562,Family Blood,Sonny Mallhi,drama film,92,2018-01-01T00:00:00Z,Family Blood
http://www.wikidata.org/entity/Q52715755,Candy Jar,Ben Shelton,comedy film,92,2018-01-01T00:00:00Z,Candy Jar
http://www.wikidata.org/entity/Q54868289,In a Relationship,Sam Boyd,drama film,92,2018-01-01T00:00:00Z,In a Relationship
http://www.wikidata.org/entity/Q55633484,Someone Great,Jennifer Kaytin Robinson,comedy film,92,2019-01-01T00:00:00Z,Someone Great
http://www.wikidata.org/entity/Q55762014,A Christmas Prince: The Royal Wedding,John Schultz,romantic comedy,92,2018-01-01T00:00:00Z,A Christmas Prince: The Royal Wedding
http://www.wikidata.org/entity/Q55635433,The Oath,Ike Barinholtz,black comedy film,93,2018-01-01T00:00:00Z,The Oath
http://www.wikidata.org/entity/Q58030878,Ronnie Coleman: The King,Vlad Yudin,documentary film,93,2018-01-01T00:00:00Z,Ronnie Coleman: The King
http://www.wikidata.org/entity/Q58879016,Zombieland: Double Tap,Ruben Fleischer,horror film,93,2019-10-17T00:00:00Z,Zombieland: Double Tap
http://www.wikidata.org/entity/Q59065530,Minding the Gap,Bing Liu,documentary film,93,2018-01-21T00:00:00Z,Minding the Gap
http://www.wikidata.org/entity/Q60737736,You Should Have Left,David Koepp,horror film,93,2020-01-01T00:00:00Z,You Should Have Left
http://www.wikidata.org/entity/Q61754080,Ringside,André Hörmann,documentary film,93,2019-02-10T00:00:00Z,Ringside
http://www.wikidata.org/entity/Q61891577,Bad Reputation,Kevin Kerslake,documentary film,93,2018-09-28T00:00:00Z,Bad Reputation
http://www.wikidata.org/entity/Q62083687,Come to Daddy,Ant Timpson,thriller film,93,2019-01-01T00:00:00Z,Come to Daddy
http://www.wikidata.org/entity/Q63565868,All Square,John Hyams,drama film,93,2018-01-01T00:00:00Z,All Square
http://www.wikidata.org/entity/Q64590532,Spiral,Darren Lynn Bouseman,horror film,93,2020-05-14T00:00:00Z,Spiral
http://www.wikidata.org/entity/Q64691764,Chemical Hearts,Richard Tanne,drama film,93,2020-01-01T00:00:00Z,Chemical Hearts
http://www.wikidata.org/entity/Q65049470,Ma Rainey's Black Bottom,George C. Wolfe,drama film,93,2020-12-18T00:00:00Z,Ma Rainey's Black Bottom
http://www.wikidata.org/entity/Q109986454,The Alpinist,Nick Rosen,documentary film,91,2021-09-07T00:00:00Z,The Alpinist
http://www.wikidata.org/entity/Q111700745,Titanic 666,Nick Lyon,Satanic film,91,2022-04-15T00:00:00Z,Titanic 666
http://www.wikidata.org/entity/Q111803528,Sisu,Jalmari Helander,action film,91,2022-09-09T00:00:00Z,Sisu
http://www.wikidata.org/entity/Q111914580,Soft & Quiet,Beth de Araújo,drama film,91,2022-03-12T00:00:00Z,Soft & Quiet
http://www.wikidata.org/entity/Q114668212,The Curse of Bridge Hollow,Jeff Wadlow,comedy film,91,2022-10-14T00:00:00Z,The Curse of Bridge Hollow
http://www.wikidata.org/entity/Q116149792,A Wounded Fawn,Travis Stevens,horror film,91,2022-06-10T00:00:00Z,A Wounded Fawn
http://www.wikidata.org/entity/Q116688562,Fremont,Babak Jalali,drama film,91,2023-01-20T00:00:00Z,Fremont
http://www.wikidata.org/entity/Q117842589,Clock,Alexis Jacknow,horror film,91,2023-04-28T00:00:00Z,Clock
